Report generated on: 09-09-2022 23:18:25
"API","","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"","Bulgaria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Emissions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4008-8-BGR-MMTCD.A","        CO2 emissions (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.378613281","88.988656972","92.019989958","93.020270418","93.086468593","94.806541882","98.947943701","97.329000774","95.309506834","86.772143754","79.086599696","61.192133154","59.09190249","56.113309546","57.318339167","59.962445734","58.542985021","54.63050795","48.09133492","43.349014415","45.000459131","44.485910249","43.352751294","45.907074983","45.91875579","46.119889328","47.050031788","45.639651993","47.779317378","42.301704701","42.034238252","48.149076471","44.463201476","39.923239614","42.663320113","44.948897677","41.729415418","44.124719863","41.542759685","38.37327941"
"INTL.4002-8-BGR-MMTCD.A","            Coal and coke (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.90392448112656","37.6744650785011","40.004601158485094","40.80453964457301","41.02099430021854","41.837818842421896","41.69064545071582","42.171767397467725","40.252338331464635","38.61491037728732","37.0040164034347","32.47133332625743","28.815428403219776","29.079658137208163","28.48870175677921","30.029162425137972","30.025984999447147","30.057494358019174","26.97676061576522","24.053601345890957","24.985257326165907","26.031130972343423","23.728540486725308","27.282864175979192","26.087512955612848","24.560137150705053","25.264490493239215","28.23723213533638","26.620403076467394","24.330068375180392","25.73867964190428","31.142039267547418","27.579388255290926","23.924811529908215","25.760571521954468","26.361268363804307","22.946487679611586","24.93636696355391","22.481787707990566","20.483002922468508"
"INTL.4010-8-BGR-MMTCD.A","            Consumed natural gas (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.0153888","8.314191893","9.0153888","9.215730773","9.065474293","10.96872304","11.25729825","11.157233377","11.057168503","11.157233377","12.082583293","9.720799828","10.276474087","9.033651409","8.82963741","10.933283309","11.517000022","9.573013592","7.114574304","6.295413069","6.015201805","5.454779277","5.624210807","5.624210807","5.831242834","6.559752177","6.785541295","6.402419858","6.158914302","3.971636326","4.892445578","6.086664578","5.734138427","5.730325037","5.508816675","6.070056313","6.125135738","6.381312799","6.027753255","5.642436938"
"INTL.4006-8-BGR-MMTCD.A","            Petroleum and other liquids (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.4593","43","43","43","43","42","46","44","44","37","30","19","20","18","20","19","17","15","14","13","14","13","14","13","14","15","15","11","15","14","11.403113031720208","10.920372625418306","11.149674793670968","10.268103047480482","11.393931915588206","12.517573","12.657792","12.807040099999998","13.033218722","12.24783954928"
"","Burkina Faso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Emissions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4008-8-BFA-MMTCD.A","        CO2 emissions (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41825","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.6","0.7","0.7","0.7","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.2","1.1","1.2","1.347805637","1.4","1.7","1.7","2.120689116","2.453215462","3.050219119","2.860502377","3.711134","3.423904314","4.006278646","4.391342618","4.44432744"
"INTL.4002-8-BFA-MMTCD.A","            Coal and coke (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-BFA-MMTCD.A","            Consumed natural gas (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4006-8-BFA-MMTCD.A","            Petroleum and other liquids (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41825","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.6","0.7","0.7","0.7","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.2","1.1","1.2","1.3478056372621208","1.4","1.7","1.7","2.1206891156773064","2.453215462195835","3.0502191193353143","2.860502377199685","3.711134","3.42390431386","4.006278645985","4.391342618295","4.44432744"
"","Burma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Emissions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4008-8-MMR-MMTCD.A","        CO2 emissions (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.992116551","4.147228388","4.48266176","5.245971943","5.710858266","5.988644434","4.974960441","4.829239803","4.641280829","4.796831159","4.606301365","4.568277037","4.628373717","4.874135966","5.898204773","6.22892826","6.32955927","6.938363594","8.339074609","8.68179232","9.145327951","8.891136346","10.175125861","10.966138825","12.071312831","15.481950297","13.962583744","14.288722125","13.979310418","11.377872195","11.054079744","10.820881064","13.92970753","16.596251228","20.993658634","24.859712296","22.798589147","31.012936688","32.968880216","31.84786775"
"INTL.4002-8-MMR-MMTCD.A","            Coal and coke (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13160292146845842","0.18062442796076777","0.19385648034890815","0.19051567305230854","0.23320067601085365","0.23323519356022346","0.2640479005736295","0.20722660293453457","0.185918619004632","0.185918619004632","0.195388824538772","0.20959415431806805","0.1996630761905081","0.20180057226591935","0.17415757600257595","0.18994185114452153","0.1697580260923604","0.15630117010508188","0.36329324142742103","0.3514047682016501","0.42967099001219355","0.507970945729175","0.5303991505319496","0.6092006239003295","0.6983945060718315","0.8059645788582197","0.8135334303014695","0.821940819369321","0.7760386758854244","0.9595259187416934","0.8061935591870107","0.7293475556528345","0.6130654117845423","0.8160525768722113","0.9475563104374085","1.265148196037453","1.602702256148842","2.4260373800376613","3.206584998058846","3.881365076039033"
"INTL.4010-8-MMR-MMTCD.A","            Consumed natural gas (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.61105363","0.66660396","0.88880528","1.05545627","1.27765759","1.55540924","2.11091254","2.2220132","2.05536221","2.11091254","2.11091254","1.958682883","1.928710641","2.172335394","2.824047197","3.238986409","3.159801244","2.982062424","3.475781368","2.730387552","3.115656961","3.2831654","4.34472671","4.956938201","5.272918325","8.175985718","7.149050314","8.136488202","7.603271742","6.418346276","6.398597518","6.596085096","6.91206522","7.168799071","6.793572674","7.08980404","8.701288985","8.892850308","9.294336218","7.134044434"
"INTL.4006-8-MMR-MMTCD.A","            Petroleum and other liquids (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.24946","3.3","3.4","4","4.2","4.2","2.6","2.4","2.4","2.5","2.3","2.4","2.5","2.5","2.9","2.8","3","3.8","4.5","5.6","5.6","5.1","5.3","5.4","6.1","6.5","6","5.330293103845341","5.6","4","3.849288666624145","3.495448412288971","6.404576898335017","8.611399580582692","13.252529649503282","16.504760059821805","12.49459790540517","19.694049","20.467959","20.83245824"
"","Burundi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Emissions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4008-8-BDI-MMTCD.A","        CO2 emissions (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0981","0.1","0.09812","0.1","0.1","0.1","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.209395776","0.4","0.2","0.2","0.264970514","0.233810047","0.283664742","0.239258433","0.390188","0.4312382","0.52089837","0.67983302","0.71462306"
"INTL.4002-8-BDI-MMTCD.A","            Coal and coke (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-BDI-MMTCD.A","            Consumed natural gas (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4006-8-BDI-MMTCD.A","            Petroleum and other liquids (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0981","0.1","0.09812","0.1","0.1","0.1","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.20939577608150153","0.4","0.2","0.2","0.26497051353854484","0.23381004685551252","0.28366474224877575","0.23925843324573232","0.390188","0.4312382","0.520898370002483","0.67983302","0.714623059995"
"","Cabo Verde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Emissions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4008-8-CPV-MMTCD.A","        CO2 emissions (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29932","0.3","0.1","0.1","0.2","0.2","0.05311","0.05748","0.08275","0.09044","0.09635","0.09921","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.1","0.1","0.3","0.3","0.3","0.360745456","0.3","0.4","0.4","1.003405603","0.844979104","0.840027485","0.909728098","0.905513","0.951232","0.997356969","1.001529634","1.001529634"
"INTL.4002-8-CPV-MMTCD.A","            Coal and coke (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-CPV-MMTCD.A","            Consumed natural gas (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4006-8-CPV-MMTCD.A","            Petroleum and other liquids (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29932","0.3","0.1","0.1","0.2","0.2","0.05311","0.05748","0.08275","0.09044","0.09635","0.09921","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.1","0.1","0.3","0.3","0.3","0.36074545554990184","0.3","0.4","0.4","1.0034056032716485","0.8449791038524987","0.8400274854151795","0.909728097770877","0.905513","0.951232","0.9973569688970098","1.0015296339076718","1.001529633908"
"","Cambodia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Emissions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4008-8-KHM-MMTCD.A","        CO2 emissions (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04096","0.04094","0.04094","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","1.4","1.5","1.9","2.1","2.1","2.200538997","2.500127286","2.700053036","3.000066661","3.400001234","3.60042594","3.900850645","4.137174501","4.477818794","4.309785587","5.267972787","5.391141647","5.666872056","5.675875513","5.948184081","7.048856393","9.288531015","9.877082077","11.890895952","13.844096486"
"INTL.4002-8-KHM-MMTCD.A","            Coal and coke (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0005389974372882967","0.00012728578381647194","0.000053035743256863306","0.00006666110784267026","0.0000012342863885233642","0.00042593969695827957","0.0008506451075280358","0.047937752829192916","0.2778187944033341","0.30978558722256316","0.30555873877076023","0.37334622358586644","0.3880551816921672","0.4180330145677699","0.4897849443341965","0.9816433933724882","2.3817870153536793","2.7559300768748245","4.096287951911915","4.837274485966753"
"INTL.4010-8-KHM-MMTCD.A","            Consumed natural gas (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4006-8-KHM-MMTCD.A","            Petroleum and other liquids (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04096","0.04094","0.04094","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","1.4","1.5","1.9","2.1","2.1","2.2","2.5","2.7","3","3.4","3.6","3.9","4.08923674855811","4.2","4","4.962414048482443","5.017795423009551","5.278816874182191","5.257842498080808","5.458399136986306","6.067213","6.906744","7.121152000013239","7.794607999988951","9.006822"
"","Cameroon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Emissions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4008-8-CMR-MMTCD.A","        CO2 emissions (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.22945","2.3","2.7","2.7","2.7","2.7","3","2.8","2.7","3.2","3.4","3.5","3.6","2.8","3.1","3.1","3","3.1","3.1","3.2","3.3","3.2","3.2","3.4","3.4","3.4","3.839235198","4.315820519","4.139235198","4.839235198","5.81196958","6.336180487","5.897224026","5.024585929","6.98152875","7.280231735","6.920367464","7.071165269","7.245713401","7.105464374"
"INTL.4002-8-CMR-MMTCD.A","            Coal and coke (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-CMR-MMTCD.A","            Consumed natural gas (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.039235198","0.039235198","0.039235198","0.039235198","0.41196958","0.294263986","0.533598694","0.60814557","0.920065395","1.333996735","1.412466464","1.786115269","2.151580401","1.934659854"
"INTL.4006-8-CMR-MMTCD.A","            Petroleum and other liquids (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.22945","2.3","2.7","2.7","2.7","2.7","3","2.8","2.7","3.2","3.4","3.5","3.6","2.8","3.1","3.1","3","3.1","3.1","3.2","3.3","3.2","3.2","3.4","3.4","3.4","3.8","4.276585320625717","4.1","4.8","5.4","6.041916500794992","5.363625332260352","4.4164403592969474","6.061463355067506","5.946235","5.507901","5.28505","5.094133","5.17080452"
"","Canada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Emissions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4008-8-CAN-MMTCD.A","        CO2 emissions (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","422.549444322","398.856597679","386.261549661","375.03566673","409.948811646","410.46073643","404.424378371","422.689216772","455.940316746","467.660751011","432.769371574","425.954809792","448.628647902","447.593296858","460.939704003","468.107544816","479.172343541","492.264723421","488.875614161","508.913614317","511.886988989","524.378312115","536.97267353","565.040972151","571.37491098","573.270938449","575.64254776","574.754088323","556.831459616","541.451146808","570.776514402","575.290339771","578.023760247","587.992244772","589.561745673","591.027612427","579.44204222","601.402386621","613.089866972","612.083599548"
"INTL.4002-8-CAN-MMTCD.A","            Coal and coke (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.36371746131181","76.86569709492761","83.4374216413799","88.3383289615542","96.67669734345361","92.72857079662339","86.89047857128344","97.99176457199665","106.52630821616613","103.57983959113241","93.75804673700257","95.22872017579303","101.21729780496014","93.98098186625276","97.63584338275578","98.71893008621969","100.81435680528202","107.34316174988251","105.49328541739455","103.9516896125316","113.47656976351811","113.71607770098852","111.15593499285019","111.7650371547589","113.34144756567242","113.58541018778801","111.8955260450415","110.23303612555185","109.30830187573352","90.48905895030275","92.23430142077551","87.83683137121038","80.37908274951728","76.49509083552576","75.09364800628627","71.44063870229962","70.70291437502257","70.83860440946091","59.42010636306554","56.086636709595645"
"INTL.4010-8-CAN-MMTCD.A","            Consumed natural gas (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.60410029","98.90314456","100.90088723","100.8214614","109.048587303","116.935301633","114.5928498","113.7365152","125.77756653","130.57128942","127.914672085","129.271889208","140.059876305","145.18729512","150.331059104","155.604702358","158.336536708","156.711097775","151.988958064","168.668041252","161.885663913","169.255727934","172.074486493","183.430640532","181.69255311","171.319180825","179.938310679","166.381672853","160.04286498","170.209203206","188.488833405","195.265614452","205.056455677","218.336165116","226.864371923","225.554874505","216.016296601","230.934963008","245.386044681","244.660473734"
"INTL.4006-8-CAN-MMTCD.A","            Petroleum and other liquids (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245.58162657033296","223.08775602436725","201.92324078976526","185.87587636797932","204.223527","200.796864","202.94105","210.960937","223.636442","233.509622","211.096652752","201.454200408","207.351473792","208.425019872","212.972801516","213.783912372","220.021450028","228.210463896","231.39337068","236.293883452","236.524755312","241.40650648","253.742252044","269.845294464","276.340910304","288.366347436","283.808711036","298.139379344","287.48029276","280.752884652","290.053379576","292.187893948","292.58822182","293.16098882","287.603725744","294.03209922","292.722831244","299.628819204","308.283715928","311.336489104"
"","Cayman Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Emissions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4008-8-CYM-MMTCD.A","        CO2 emissions (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0978","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.5","0.469614249","0.5","0.6","0.6","0.640238431","0.591050963","0.581374714","0.59238264","0.637089","0.626893","0.717927","0.667298","0.808202105"
"INTL.4002-8-CYM-MMTCD.A","            Coal and coke (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-CYM-MMTCD.A","            Consumed natural gas (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4006-8-CYM-MMTCD.A","            Petroleum and other liquids (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0978","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.5","0.469614249249517","0.5","0.6","0.6","0.6402384311207694","0.5910509625533386","0.5813747138987824","0.5923826396003007","0.637089","0.626893","0.7179269999893251","0.6672979999850652","0.8082021045"
"","Central African Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Emissions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4008-8-CAF-MMTCD.A","        CO2 emissions (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13937","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.354199611","0.3","0.3","0.3","0.39045643","0.401034275","0.404893391","0.408906323","0.415213","0.255898","0.268789","0.278282","0.284611"
"INTL.4002-8-CAF-MMTCD.A","            Coal and coke (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-CAF-MMTCD.A","            Consumed natural gas (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4006-8-CAF-MMTCD.A","            Petroleum and other liquids (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13937","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.35419961079537016","0.3","0.3","0.3","0.3904564299501769","0.40103427461151675","0.4048933913902507","0.4089063233505474","0.415213","0.255898","0.268789","0.278282","0.284611"
"","Chad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Emissions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4008-8-TCD-MMTCD.A","        CO2 emissions (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27621","0.3","0.3","0.3","0.1","0.2","0.3","0.2","0.2","0.2","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.297427198","0.3","0.3","0.3","0.327842743","0.316141067","0.334930921","0.333739735","0.957926","1.527515","1.6354449","1.7162899","1.77144004"
"INTL.4002-8-TCD-MMTCD.A","            Coal and coke (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4010-8-TCD-MMTCD.A","            Consumed natural gas (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4006-8-TCD-MMTCD.A","            Petroleum and other liquids (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27621","0.3","0.3","0.3","0.1","0.2","0.3","0.2","0.2","0.2","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.297427197665387","0.3","0.3","0.3","0.3278427426487457","0.3161410668389523","0.33493092052879453","0.3337397354538534","0.957926","1.527515","1.6354449","1.7162899","1.77144004"
"","Chile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Emissions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4008-8-CHL-MMTCD.A","        CO2 emissions (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.608615918","20.777298692","16.687740254","17.954715371","20.323000596","19.4178375","19.403419549","19.939354349","23.530224019","28.623170396","30.368899694","28.879754552","30.03139498","32.739001079","35.879767705","39.092920312","43.880968586","50.638338583","51.488744946","55.77806557","52.299004537","51.555660643","53.722797528","55.994072484","61.16096146","63.504145094","64.697668961","70.007309667","72.079364098","68.293804461","71.868038089","76.495521228","77.6102117","81.676454475","76.416465602","80.338871458","85.140815867","86.722943017","86.874650457","88.332681522"
"INTL.4002-8-CHL-MMTCD.A","            Coal and coke (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6364709007488045","3.551062815139869","2.150578887598453","2.685387233871776","3.6237905957101946","3.3638601667670396","3.5463322156150245","3.4923620157351185","4.950809685979745","6.666989396357427","6.930747694415354","5.559377885471952","4.769200639143702","4.914325078990379","5.892004472223172","6.4568269785417085","9.113028989904208","11.739315803885317","11.010274340154893","11.555868814420265","8.742507565874497","6.931213150977241","7.2132973078476414","7.3881431021065636","8.920790101467121","8.837489735194135","10.797942095883128","11.03527304668843","14.038354019465103","12.67475247289077","16.00173410589957","18.35678767765093","21.131165978633568","24.14136326965698","21.79506587521569","24.49953973018813","26.190950177916186","26.805495043693618","25.38278228350298","24.21749525972794"
"INTL.4010-8-CHL-MMTCD.A","            Consumed natural gas (MMtonnes CO2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.509816667","4.509816667","2.599776667","2.440606667","2.54672","2.334493333","1.379473333","1.379473333","1.856983333","3.02423","3.50174","2.758946667","2.888646341","3.278902","3.634912233","3.560102333","3.560959596","5.508666779","6.354640606","9.030278756","10.250054971","12.473195492","13.79786122","15.053820382","16.394296359","16.394296359","14.644994865","8.73227862","5.409076079","6.397922988","10.399302983","11.21885555","9.589802721","9.634042205","8.018162727","8.635900728","9.420439689","10.065373973","10.604137173","12.887521262"
